user_snippet,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,activity
559_147,-344.74,-5.19,-3.4474,100.0,10.99016092875805,120.78363724,11.518168430787945,19.53,19.61,-19.61,946.29,10.86,9.4629,100.0,8.40437817985364,70.63357259,12.656225701211243,19.57,19.57,-9.77,-35.086016150000006,-0.78317,-0.35086016150000005,100.0,6.047472464516324,36.571923209083145,6.057641955580648,13.565866,14.941522,-14.941522,Jogging
559_148,-404.82,-4.94,-4.0482,100.0,10.313290200513123,106.36395476,11.07934465570956,19.53,19.61,-19.61,900.28,11.4,9.0028,100.0,8.401634374334556,70.58746016,12.314132856194137,19.57,19.57,-13.38,6.6467283300000055,-0.401800255,0.06646728330000005,100.0,6.332002299744795,40.09425312397338,6.332351145011042,17.161638,17.161638,-15.173067,Jogging
559_149,-560.33,-5.34,-5.603300000000001,100.0,10.24538062299298,104.96782411000002,11.677533772162683,18.96,19.61,-19.61,944.48,11.955,9.4448,100.0,9.217855876504036,84.96886696,13.197466196205998,19.57,19.57,-15.94,-31.02715483,-0.09534244000000001,-0.31027154830000003,100.0,6.083126008043684,37.00442202973749,6.091033612074552,17.161638,17.161638,-13.402422,Jogging
559_150,267.40999999999997,2.915,2.6740999999999997,100.0,3.047518365818326,9.28736819,4.054402422059262,9.66,9.66,-4.44,1031.65,9.405000000000001,10.316500000000001,100.0,4.349120457057956,18.91484875,11.195759063145294,19.57,19.57,2.18,27.635685824000003,0.476712165,0.27635685824,100.0,3.6165515764195884,13.079445304903011,3.6270950384569867,10.501288,10.501288,-10.18802,Downstairs
559_151,-609.08,-7.145,-6.090800000000001,100.0,10.63416613374081,113.08548935999997,12.254931007557733,19.57,19.61,-19.61,1037.02,11.75,10.3702,100.0,7.853097093503938,61.67113395999999,13.008158286244829,19.57,19.57,-5.41,-37.660259398,-0.40180025999999996,-0.37660259398,100.0,7.067314082947565,49.94692834702898,7.077341157583224,15.431854,15.431854,-13.402422,Jogging
559_152,-377.46000000000004,-3.645,-3.7746000000000004,100.0,8.922680249790417,79.61422283999998,9.68823141754985,19.53,19.61,-19.61,1019.6799999999998,12.91,10.196799999999998,100.0,8.461035619828108,71.58912376,13.25005109424111,19.57,19.57,-12.3,-109.01726063999998,-0.50395286,-1.0901726063999997,100.0,6.636923378150272,44.04875192743762,6.725862639036171,16.3989,16.3989,-15.363752,Jogging
559_153,67.63,0.17,0.6762999999999999,100.0,4.876095908613776,23.77631131,4.92277289746338,15.85,15.85,-8.31,1070.62,10.385000000000002,10.706199999999999,100.0,4.0397860784947515,16.319871560000003,11.443014899929127,19.57,19.57,3.87,-57.368904322,-0.32007818,-0.57368904322,100.0,2.9450759073519275,8.673472100064778,3.000431838648473,7.082581,8.471856,-8.471856,Walking
559_154,-5.2300000000000075,-0.36,-0.052300000000000076,100.0,4.490668069452473,20.16609971,4.490972611806934,12.91,12.91,-9.11,1078.8999999999999,10.265,10.788999999999998,100.0,3.90316269197173,15.234679000000002,11.473325585897054,19.57,19.57,3.76,-51.19888736800001,-0.74230895,-0.5119888736800001,100.0,2.012939106231377,4.0519238453955735,2.0770306815662805,4.2495484,4.4810944,-4.4810944,Walking
559_155,-559.0800000000002,-7.65,-5.5908000000000015,100.0,10.495848672689597,110.16283935999999,11.892009249912313,19.57,19.61,-19.61,1053.11,12.015,10.531099999999999,100.0,7.889259774528913,62.24041979,13.158437863211574,19.57,19.57,-9.38,31.558348780000003,0.326888355,0.3155834878,100.0,5.248674136821967,27.548580194543828,5.2581530153006995,12.340035,12.340035,-12.176591,Jogging
559_156,557.5799999999998,5.56,5.575799999999998,100.0,0.06816421348478977,0.004646359999999995,5.576216638546246,5.75,5.75,5.41,174.28999999999996,1.73,1.7428999999999997,100.0,0.031884008530923484,0.0010165900000000017,1.7431916131051113,1.84,1.84,1.65,841.5699999999998,8.43,8.415699999999998,100.0,0.056590723621455834,0.0032025099999999996,8.41589026782075,8.62,8.62,8.31,Sitting
559_157,221.32999999999998,1.245,2.2133,100.0,6.749187811136981,45.55153610999999,7.102832744757544,18.28,18.28,-8.05,821.74,8.79,8.2174,100.0,9.265181554616186,85.84358924,12.384234009416973,19.57,19.57,-10.19,-4.562818542000004,0.040861044,-0.04562818542000004,100.0,4.9724829674749405,24.725586861828393,4.972692308310771,16.657684,16.657684,-9.656827,Jogging
559_158,1.8700000000000032,-0.705,0.018700000000000033,100.0,5.212513722763711,27.17029931,5.212547265972751,12.6,13.14,-13.14,1111.61,11.085,11.1161,100.0,4.801802556332362,23.057307790000003,12.108880501516232,19.57,19.57,1.99,-45.110590892000005,-0.306457835,-0.45110590892,100.0,2.599061642217453,6.755121420046082,2.6379192484055727,9.193735,9.193735,-8.19945,Walking
559_159,-461.04,-6.21,-4.6104,100.0,11.187583109858894,125.16201584000001,12.100322475041729,18.39,19.61,-19.61,853.22,10.345,8.5322,100.0,8.875523148524824,78.77491116,12.31151282336984,19.57,19.57,-9.43,142.49607808999997,0.5924851250000001,1.4249607808999998,100.0,6.4273119856406105,41.31033936075944,6.583376989650721,18.0061,18.0061,-11.563675,Jogging
559_160,-350.33,-4.82,-3.5033,100.0,11.22380123264841,125.97371410999999,11.757841000796022,19.5,19.61,-19.61,1052.4599999999998,12.030000000000001,10.524599999999998,100.0,7.245052024657931,52.49077883999999,12.777244773424353,19.57,19.57,-5.43,-66.19489041399999,-1.0351465,-0.6619489041399998,100.0,5.057104324774686,25.574304151654836,5.1002431808049105,13.184497,13.824653,-13.824653,Jogging
559_161,297.44000000000005,2.755,2.9744000000000006,100.0,3.5609496823179065,12.680362639999998,4.639764864731832,13.82,13.82,-5.67,1024.6399999999999,10.1,10.2464,100.0,2.843033422244628,8.08283904,10.633510803116721,17.43,17.43,3.11,-87.715040014,-1.3824653,-0.87715040014,100.0,3.7659426291784657,14.182323886263616,3.866744976169152,14.669114,14.669114,-9.302697,Upstairs
559_162,392.7299999999999,3.76,3.927299999999999,100.0,2.6534776633693373,7.040943709999999,4.739686593014353,12.53,12.53,-4.14,959.71,9.83,9.597100000000001,100.0,3.250967023825373,10.568786590000002,10.132774299272633,19.42,19.42,2.64,-2.615107693999991,-0.6537767,-0.02615107693999991,100.0,3.27522306277323,10.72708611092166,3.275327462979356,8.539958,8.539958,-6.1291566,Upstairs
559_163,297.97,2.9699999999999998,2.9797000000000002,100.0,3.6314199578126463,13.187210910000001,4.697427274583397,12.3,12.3,-6.74,997.4200000000001,9.72,9.974200000000002,100.0,4.12947894533923,17.05259636,10.795242563277585,19.57,19.57,2.07,26.981909313999992,-0.27240697,0.2698190931399999,100.0,3.5487197015136385,12.593411519911047,3.5589624700091935,11.917805,11.917805,-9.765789,Downstairs
559_164,21.350000000000005,-1.195,0.21350000000000005,100.0,5.661523182854593,32.05284475,5.665547369848743,11.92,11.92,-9.58,1077.93,11.18,10.779300000000001,100.0,5.089648957442939,25.904526509999997,11.920479646390072,19.57,19.57,-0.76,-91.76028184399999,-0.844461565,-0.9176028184399999,100.0,3.609691112954403,13.029869930941997,3.7244952494735477,9.575105,11.182305,-11.182305,Walking
559_165,-34.84,-1.3,-0.34840000000000004,100.0,5.731328418438434,32.84812544,5.74190804524071,12.95,12.95,-11.3,1086.2399999999996,10.780000000000001,10.862399999999996,100.0,5.233915383343525,27.39387024,12.057595282642389,19.57,19.57,0.08,-59.92952981400001,-0.095342435,-0.5992952981400002,100.0,3.35509672721883,11.256674048994505,3.408200244024288,8.730643,10.800936,-10.800936,Walking
559_166,36.45,-0.325,0.36450000000000005,100.0,4.852621430732054,23.54793475,4.866291709299803,16.55,16.55,-8.85,1077.5,11.18,10.775,100.0,4.118973779960246,16.965945,11.53544840914301,19.57,19.57,3.21,-39.785037246,-0.020430522,-0.39785037246,100.0,2.6370451785531617,6.9540072737304754,2.6668881102507913,5.597963,8.689782,-8.689782,Walking
559_167,7.529999999999999,-0.61,0.07529999999999999,100.0,4.937061768906684,24.374578909999997,4.937635972811281,12.26,12.26,-11.54,1086.8000000000002,10.745000000000001,10.868000000000002,100.0,4.485068784310894,20.115842,11.75709428387814,19.57,19.57,2.6,-36.284606106000005,0.38136974,-0.36284606106000006,100.0,3.1486193593566996,9.913803870115794,3.1694575457233296,7.3549876,11.536434,-11.536434,Walking
559_168,-20.080000000000002,-0.19,-0.2008,100.0,0.10199686269684964,0.010403359999999999,0.22521989254948152,0.11,0.57,-0.57,998.5400000000002,10.0,9.985400000000002,100.0,0.06489098550646288,0.004210839999999976,9.985610847614682,10.19,10.19,9.7,47.32000000000001,0.46,0.47320000000000007,100.0,0.11595585366854058,0.013445759999999998,0.4872001642035848,0.72,0.72,0.15,Standing
559_169,-279.74,-2.09,-2.7974,100.0,5.447100994106865,29.67090924,6.123426818375476,6.93,15.51,-15.51,1051.0,9.945,10.51,100.0,4.593438581280912,21.099677999999997,11.469951089695195,19.57,19.57,0.93,-37.796465288,-0.265596785,-0.37796465288000003,100.0,3.4471253272966274,11.88267302208988,3.4677846387739506,13.021052,13.021052,-10.337844,Downstairs
559_170,-360.46,-5.635,-3.6045999999999996,100.0,11.646431163236228,135.63935883999997,12.191492935649842,19.53,19.61,-19.61,1038.91,12.355,10.389100000000001,100.0,7.946230816556992,63.14258419,13.079601790574513,19.57,19.57,-14.18,-68.11536015000001,-0.68782755,-0.6811536015000001,100.0,5.175045568934611,26.78109664054976,5.21968072485149,11.114203,14.246883,-14.246883,Jogging
559_171,-22.15,-1.705,-0.22149999999999997,100.0,5.5641788927028575,30.960086749999995,5.568585906673255,16.28,16.28,-9.81,1084.72,11.05,10.8472,100.0,5.297203239446265,28.060362160000004,12.071541326607798,19.57,19.57,-0.11,-87.156603826,-0.7082581,-0.8715660382599999,100.0,3.1728350640947296,10.066882343949006,3.2903661958811266,6.5922484,8.471856,-8.471856,Walking
559_172,14.45,-0.98,0.1445,100.0,5.285215109151188,27.93349875,5.287190085480188,15.05,15.05,-9.92,1128.1200000000001,11.39,11.281200000000002,100.0,5.104008087767887,26.05089856,12.382098852779361,19.57,19.57,1.23,-53.500728318,-0.21111539,-0.53500728318,100.0,2.9614289560925675,8.770061461983515,3.009367750049694,5.434519,13.6748295,-13.6748295,Walking
559_173,19.84,-1.08,0.1984,100.0,5.890119645643881,34.69350944,5.893460104217216,16.32,16.32,-9.92,1065.1699999999998,10.82,10.651699999999998,100.0,5.223037249532116,27.280118110000004,11.863339791138076,19.57,19.57,0.42,-88.57312342599998,-1.1645397499999999,-0.8857312342599998,100.0,3.1051313029001015,9.641840408250083,3.228987492635087,7.7363577,10.651112,-10.651112,Walking
559_174,-278.97999999999996,-2.3150000000000004,-2.7897999999999996,100.0,4.880222121994039,23.816567959999997,5.621347881069094,6.51,16.44,-16.44,1005.5800000000002,9.940000000000001,10.055800000000001,100.0,4.740481026225081,22.472160359999997,11.11716123837376,19.34,19.34,-0.23,-11.059722024000004,-0.53119355,-0.11059722024000004,100.0,3.5338885258123036,12.488368112867857,3.5356187376458834,15.826844,15.826844,-6.66035,Downstairs
559_175,-11.100000000000005,-1.01,-0.11100000000000004,100.0,5.883696542140834,34.61788500000001,5.884743494834758,16.78,16.78,-10.53,1091.84,11.305,10.918399999999998,100.0,5.217157409931198,27.218731440000003,12.10083426876015,19.57,19.57,-0.53,-89.49930434999999,-1.2258312500000001,-0.8949930434999999,100.0,3.3110643952774317,10.963147429673905,3.429892123316315,8.853226,8.853226,-8.853226,Walking
559_176,-395.74000000000007,-5.115,-3.9574000000000007,100.0,10.479527911122714,109.82050524,11.201853418073279,19.57,19.61,-19.61,964.9400000000002,12.32,9.649400000000002,100.0,8.019463176547417,64.31178963999999,12.546820712833988,19.57,19.57,-9.92,-24.366801254,-0.15663400700000002,-0.24366801253999998,100.0,6.149902363001999,37.82129907445758,6.1547277092323736,16.589584,16.589584,-15.622539,Jogging
559_177,-25.58,-0.325,-0.25579999999999997,100.0,5.032833233875328,25.329410359999997,5.039329717333446,10.08,15.75,-15.75,1115.56,11.239999999999998,11.1556,100.0,4.466734001482515,19.95171264,12.016618659173636,19.57,19.57,1.61,-76.423771354,-0.27240697,-0.7642377135399999,100.0,3.420454108170646,11.69950630610145,3.5047918039304835,6.891896,14.056199,-14.056199,Walking
559_178,559.1799999999998,5.6,5.591799999999998,100.0,0.1366043923159135,0.01866076000000001,5.593468333690645,6.05,6.05,5.22,191.47999999999996,1.92,1.9147999999999996,100.0,0.12408448734632381,0.015396959999999993,1.918816301786078,2.34,2.34,1.54,833.8299999999998,8.33,8.338299999999998,100.0,0.1300850106661026,0.016922110000000025,8.33931466009048,8.81,8.81,7.97,Sitting
559_179,300.63,3.04,3.0063,100.0,3.192213543922148,10.19022731,4.384981983999478,14.41,14.41,-5.67,1017.2500000000001,10.48,10.172500000000001,100.0,3.0800465499729057,9.48668675,10.628567307026852,17.24,17.24,-0.15,-93.84419478000001,-1.01471595,-0.9384419478000001,100.0,3.3355675079430727,11.12601060004556,3.465066217179149,10.760075,10.760075,-9.302697,Upstairs
559_180,-24.91,-2.355,-0.2491,100.0,5.796098704301023,33.594760189999995,5.80144904312707,17.97,17.97,-10.38,1089.02,11.495,10.8902,100.0,5.381121998245347,28.956473959999997,12.147136699650662,19.57,19.57,0.34,-97.18118084999999,-1.0760075,-0.9718118084999999,100.0,3.006406869854521,9.038482267108458,3.159572828445089,6.8237944,10.378705,-10.378705,Walking
559_181,-478.19,-6.51,-4.7819,100.0,10.545470562758211,111.20694938999998,11.57901191812151,19.57,19.61,-19.61,1033.8,12.45,10.338,100.0,8.003791601484886,64.06067999999999,13.07420835079509,19.57,19.57,-5.98,-54.413287880000006,-0.4426613,-0.5441328788,100.0,6.0335651355520845,36.40390824494965,6.058051570822158,18.155924,18.155924,-14.709975,Jogging
559_182,-15.599999999999996,-1.14,-0.15599999999999997,100.0,5.743442347582154,32.98713,5.745560547065882,16.74,16.74,-8.24,1071.42,10.88,10.7142,100.0,4.762476914379743,22.68118636,11.724984776109519,19.57,19.57,2.34,-111.42806370200002,-1.3416043,-1.1142806370200002,100.0,3.7742122239690796,14.244677911557625,3.9352635552902075,8.894087,8.894087,-8.240311,Walking
559_183,-517.2900000000001,-6.7,-5.172900000000001,100.0,11.103431658275742,123.28619459,12.249289326324202,19.57,19.61,-19.61,1026.7800000000002,13.024999999999999,10.267800000000001,100.0,8.460347460949816,71.57747916,13.304329971855028,19.57,19.57,-6.82,-61.67293234999999,-0.6129156499999999,-0.6167293234999999,100.0,5.0762837296857075,25.768656504271835,5.113610423442188,13.402422,13.633968,-13.633968,Jogging
559_184,-4.360000000000007,-0.76,-0.043600000000000076,100.0,5.916597082783313,35.00612104000001,5.916757726998799,16.36,16.36,-9.3,1110.7400000000002,11.434999999999999,11.107400000000002,100.0,4.807176639151094,23.108947240000003,12.103027802992107,19.57,19.57,0.57,-109.058124,-1.2258313,-1.0905812400000001,100.0,3.627105605554145,13.155895073842299,3.787514028341313,9.084772,9.084772,-8.771504,Walking
559_185,-34.540000000000006,-0.36,-0.34540000000000004,100.0,0.17461626499269764,0.030490840000000005,0.3870297146215004,0.11,0.8,-0.8,991.01,9.92,9.9101,100.0,0.04731796698929486,0.002238989999999998,9.910212964412015,10.08,10.08,9.72,105.91000000000001,1.04,1.0591000000000002,100.0,0.12484466348226506,0.015586190000000005,1.0664328389542401,1.42,1.42,0.72,Standing
559_186,-369.3599999999999,-4.9,-3.693599999999999,100.0,11.475394679051348,131.68468304,12.055179965475423,19.57,19.61,-19.61,1020.2499999999999,13.815,10.202499999999999,100.0,8.100283374672765,65.61459074999999,13.02711007860147,19.57,19.57,-7.27,19.218309969999975,-0.23154591,0.19218309969999975,100.0,5.838043884125587,34.082756392976165,5.841206274117228,15.4046135,15.4046135,-14.328606,Jogging
559_187,-475.43,-6.3,-4.7543,100.0,10.862839339233549,118.00127850999998,11.85768303674879,19.57,19.61,-19.61,1017.6700000000001,12.735,10.1767,100.0,7.975911741612993,63.61516811000001,12.929825636875387,19.57,19.57,-10.11,23.75388532999998,-0.095342435,0.23753885329999982,100.0,5.423171383326087,29.410787852926983,5.428371077934344,16.86199,16.86199,-13.021052,Jogging
559_188,8.069999999999999,-0.55,0.08069999999999998,100.0,4.775845737667833,22.808702510000003,4.7765275043696755,12.6,12.6,-9.15,1092.1599999999999,11.245000000000001,10.921599999999998,100.0,4.642652414299394,21.554221439999992,11.867416231008333,19.57,19.57,2.83,-48.597399663999994,-0.27240697,-0.48597399663999996,100.0,3.1227669280892156,9.751673287167756,3.1603550453355727,9.384419,9.384419,-8.008764,Walking
559_189,-579.7299999999999,-6.645,-5.797299999999999,100.0,9.948275614899298,98.96818771000002,11.514203185631214,17.58,19.61,-19.61,1110.1,14.385000000000002,11.100999999999999,100.0,7.350981635128741,54.03693100000001,13.31424545364851,19.57,19.57,-6.32,-118.74219445,-0.5720546,-1.1874219445,100.0,6.106678701360406,37.29152476164881,6.2210526147854575,11.073342,16.276316,-16.276316,Jogging
559_190,-419.21000000000004,-5.675000000000001,-4.1921,100.0,11.381012195319007,129.52743858999997,12.12852592032519,19.57,19.61,-19.61,1126.2899999999997,13.8,11.262899999999997,100.0,8.163247061678337,66.63860259,13.910122896653355,19.57,19.57,-7.65,15.077720749999994,-0.286027305,0.15077720749999993,100.0,5.976093107230403,35.713688826286734,5.977994863881051,13.375181,15.213928,-15.213928,Jogging
559_191,-2.8299999999999996,0.0,-0.028299999999999995,100.0,0.12158170092575608,0.01478211,0.12483188695201239,0.27,0.46,-0.46,991.68,9.92,9.9168,100.0,0.07442956401860756,0.005539760000000002,9.917079307941426,10.19,10.19,9.77,109.19000000000001,1.08,1.0919,100.0,0.11173804186578536,0.01248539,1.0976023870236435,1.46,1.46,0.84,Standing
559_192,-32.959999999999994,-0.5700000000000001,-0.32959999999999995,100.0,5.794589704198219,33.57726984,5.803956064616616,16.47,16.47,-10.65,1084.48,10.67,10.8448,100.0,5.320884603146361,28.31181296,12.07979718372788,19.57,19.57,0.65,-111.50978974600001,-0.9602345649999999,-1.11509789746,100.0,3.7452884018315893,14.02718521289422,3.9077651584779165,7.1234417,12.14935,-12.14935,Walking
559_193,-492.15,-5.880000000000001,-4.9215,100.0,9.87084681017794,97.43361674999998,11.029722525974986,19.57,19.61,-19.61,947.0200000000002,11.56,9.470200000000002,100.0,8.630509484381555,74.48569395999999,12.812899047444336,19.57,19.57,-13.1,3.4050870040000167,0.15663400700000002,0.03405087004000017,100.0,5.347169683277666,28.592223621763775,5.347278100446456,17.120777,17.120777,-16.04477,Jogging
559_194,29.229999999999997,-0.21000000000000002,0.29229999999999995,100.0,5.163284779091698,26.65950971,5.171551894741075,16.82,16.82,-8.73,1067.72,10.745000000000001,10.677200000000001,100.0,4.4810141887746795,20.07948816,11.57938202150702,19.57,19.57,-4.4,-59.425576793999994,-0.42223077999999997,-0.5942557679399999,100.0,3.551352889565189,12.612107346223018,3.600728712907011,8.349273,16.84837,-16.84837,Walking
559_195,-42.64,-0.89,-0.4264,100.0,5.997880045482737,35.974565039999995,6.013017711598728,16.74,16.74,-11.18,1063.7700000000002,10.57,10.637700000000002,100.0,4.98532242788769,24.853439710000007,11.747940287556792,19.57,19.57,0.38,-127.47283729,-1.64806205,-1.2747283729,100.0,4.155611650283755,17.269108187974076,4.346727575159313,11.645397,11.645397,-9.043911,Walking
559_196,5.849999999999994,-1.06,0.05849999999999994,100.0,5.68009672012722,32.26349875,5.680397961410802,15.94,15.94,-11.37,1101.4399999999998,11.18,11.014399999999998,100.0,5.085946975736181,25.86685664,12.131935707050214,19.57,19.57,0.89,-79.12059997000001,-0.9942854,-0.7912059997000002,100.0,3.4683808994684737,12.029666063797738,3.5574812715963824,9.193735,10.038197,-10.038197,Walking
559_197,-29.88,-0.595,-0.2988,100.0,5.193051565313019,26.96778456,5.201640702701408,11.65,11.65,-11.6,1103.3899999999999,11.11,11.0339,100.0,4.5816099561180454,20.991149789999998,11.947305093618393,19.57,19.57,2.64,-37.07458532999999,0.3405087,-0.37074585329999993,100.0,2.8928557947011613,8.368614648936088,2.916516267171372,8.19945,9.343558,-9.343558,Walking
559_198,-27.480000000000018,-1.16,-0.27480000000000016,100.0,5.30119127743944,28.10262896,5.308308958604425,11.35,12.79,-12.79,1096.53,10.86,10.9653,100.0,4.676868280163554,21.87309691,11.921027682209282,19.57,19.57,3.11,-19.054867263999995,0.265596785,-0.19054867263999994,100.0,2.777825372536068,7.716313800305145,2.7843531738897656,4.671779,8.008764,-8.008764,Walking
559_199,-390.59999999999997,-5.405,-3.9059999999999997,100.0,10.155856044667038,103.141412,10.881095900689417,19.57,19.61,-19.61,1038.1599999999999,12.32,10.381599999999999,100.0,7.8293890847243,61.29933344000001,13.002959355469814,19.57,19.57,-9.85,-52.996772130000004,-0.59248512,-0.5299677213,100.0,5.496254085312884,30.208808970318568,5.521745625790678,16.86199,16.86199,-15.5135765,Jogging
559_200,-338.21,-4.9,-3.3821,100.0,11.487782318184829,131.96914259,11.97529719881724,19.57,19.61,-19.61,1063.8799999999999,12.09,10.638799999999998,100.0,7.65396188650035,58.583132559999996,13.105998550282235,19.57,19.57,-12.15,6.483285594000002,0.272406955,0.06483285594000002,100.0,4.911419260758287,24.122039154947483,4.911847152971764,15.785983,15.785983,-12.258313,Jogging
559_201,-474.51,-5.955,-4.7451,100.0,10.059716347392703,101.19789298999999,11.122673554501183,19.5,19.61,-19.61,865.13,11.26,8.651299999999999,100.0,8.562060459375418,73.30887931,12.171847476862336,19.57,19.57,-13.21,-1.1441115400000057,0.551624075,-0.011441115400000057,100.0,5.465253659394635,29.86899756152645,5.465265634957558,16.126492,16.126492,-14.601013,Jogging
559_202,-411.34999999999997,-4.52,-4.113499999999999,100.0,9.698994625733123,94.07049675000002,10.535244610354331,19.53,19.61,-19.61,848.7900000000001,10.8,8.487900000000002,100.0,8.127988594357154,66.06419858999999,11.751963452972443,19.57,19.57,-10.95,-10.337843809999995,-0.05448139,-0.10337843809999996,100.0,5.712318352452537,32.63058095976607,5.713253719311796,15.431854,15.431854,-13.6748295,Jogging
559_203,-437.78,-5.27,-4.3778,100.0,10.3187445534813,106.47648916,11.20899736818597,19.57,19.61,-19.61,933.6399999999999,10.515,9.3364,100.0,7.899934495930964,62.408965040000005,12.230181110678616,19.57,19.57,-11.37,-75.70189321000001,0.03405087,-0.7570189321,100.0,5.368851868247407,28.82457038318367,5.421959797595468,12.299174,14.137921,-14.137921,Jogging
559_204,-268.76000000000005,-2.77,-2.6876000000000007,100.0,4.810200020789156,23.138024239999996,5.510101450971661,9.81,15.01,-15.01,1024.69,9.28,10.2469,100.0,4.860231413214808,23.62184939000001,11.341111453468747,19.57,19.57,-1.14,-16.289937269999992,-0.3405087,-0.16289937269999993,100.0,3.3283001320505554,11.077581769007745,3.332284197758918,12.4489975,12.4489975,-8.62168,Downstairs
559_205,-342.66,-4.65,-3.4266,100.0,10.982829983205603,120.62255444,11.50496162531627,19.57,19.61,-19.61,963.37,10.955,9.6337,100.0,8.002922797953259,64.04677331,12.524174583580349,19.57,19.57,-7.97,42.71341615,0.0,0.4271341615,100.0,5.555258013392597,30.860891595362663,5.571654618448901,13.824653,13.824653,-12.871228,Jogging
559_206,-571.8200000000002,-8.635,-5.718200000000001,100.0,10.752451941766585,115.61522276000001,12.178383882929623,19.5,19.61,-19.61,967.1100000000001,11.030000000000001,9.671100000000001,100.0,8.243444534295115,67.95437779000001,12.707657258519369,19.57,19.57,-9.38,3.963525090000008,0.44266130000000004,0.03963525090000008,100.0,5.334857398761974,28.460703465125377,5.335004631510575,14.328606,14.818938,-14.818938,Jogging
559_207,6.740000000000005,-1.04,0.06740000000000004,100.0,5.377663920328232,28.91926924000001,5.3780862767345035,12.79,12.79,-10.92,1104.5900000000001,11.18,11.045900000000001,100.0,4.991427470173237,24.914348190000005,12.12131407892725,19.57,19.57,2.76,-33.070201999999995,-0.38136974,-0.33070201999999993,100.0,3.49400763331767,12.208089341682147,3.509622938110905,10.119919,11.032481,-11.032481,Walking
559_208,22.660000000000004,-0.48,0.22660000000000002,100.0,6.075888284028929,36.91641844,6.080112334488566,17.27,17.27,-9.47,1110.3799999999999,11.56,11.1038,100.0,4.881873775508743,23.832691559999994,12.12959463461166,19.57,19.57,0.57,-109.64379935000001,-1.26669235,-1.0964379935000002,100.0,3.650923221367115,13.329240368317631,3.812009528045272,8.662541,9.765789,-9.765789,Walking
559_209,46.04999999999998,-0.36,0.46049999999999985,100.0,6.062930706349859,36.75912875,6.080393819482419,16.44,16.44,-11.56,1108.25,11.105,11.0825,100.0,5.110245860034525,26.114612750000003,12.20395095860353,19.57,19.57,0.42,-115.16003718999998,-1.334794,-1.1516003718999999,100.0,3.6214157304040415,13.114651892417838,3.800109907486632,8.962189,11.495573,-11.495573,Walking
559_210,-37.9,-0.34,-0.379,100.0,0.20070127054904258,0.04028099999999999,0.42886128293423736,-0.04,0.91,-0.91,992.77,9.92,9.9277,100.0,0.08727949358239875,0.007617709999999985,9.928083651944114,10.15,10.15,9.66,83.29,0.8,0.8329000000000001,100.0,0.2103772563753031,0.044258590000000014,0.8590582052457215,1.33,1.33,0.46,Standing
559_211,-482.13,-8.370000000000001,-4.8213,100.0,10.83455256621149,117.38752931,11.8588558891657,19.57,19.57,-19.53,1005.44,12.91,10.054400000000001,100.0,7.789609273898146,60.67801264000001,12.718843186390812,19.57,19.57,-6.17,-10.855417356,0.10896278,-0.10855417356000001,100.0,5.51781129684451,30.44624150758489,5.518879009018243,13.0619135,14.560152,-14.560152,Jogging
559_212,49.760000000000005,-0.45999999999999996,0.49760000000000004,100.0,5.608683111034176,31.457326239999997,5.630713276308784,16.02,16.02,-12.98,1088.3799999999999,10.4,10.883799999999999,100.0,4.9832711706267805,24.83299156,11.970384037281343,19.57,19.57,2.3,-47.5213955,-0.286027305,-0.47521395499999997,100.0,3.3190626854399112,11.016177109879596,3.3529099917692897,6.851035,10.991621,-10.991621,Walking
559_213,-11.05,-0.11,-0.1105,100.0,0.09446030912504999,0.008922750000000002,0.1453719367691027,0.11,0.42,-0.42,994.1900000000002,9.96,9.941900000000002,100.0,0.03230154795052406,0.0010433900000000054,9.941952474237644,10.04,10.04,9.89,88.34000000000002,0.89,0.8834000000000002,100.0,0.09562656534666504,0.009144439999999998,0.8885606338342928,1.08,1.08,0.65,Standing
559_214,-67.52999999999999,-0.57,-0.6752999999999999,100.0,5.689928902016264,32.375290910000004,5.729862214748274,14.06,14.06,-10.84,1083.7299999999998,11.030000000000001,10.837299999999997,100.0,5.113160246853212,26.144407710000007,11.982966202072006,19.57,19.57,-1.88,-48.624641909999994,-0.456281645,-0.48624641909999994,100.0,2.9850380338916915,8.910452063779974,3.024382192096023,6.4424243,10.528529,-10.528529,Walking
559_215,-23.659999999999997,-0.23,-0.23659999999999998,100.0,0.1932470957090947,0.037344440000000007,0.3054897706961724,0.38,1.04,-1.04,998.23,10.0,9.9823,100.0,0.10607407788899224,0.011251709999999995,9.982863567133432,10.31,10.31,9.62,54.059999999999995,0.53,0.5406,100.0,0.14314202737141876,0.020489639999999996,0.5592298275306853,0.95,0.95,0.11,Standing
